,date,blk,age_days,age_sply,CapMrktCurUSD,CapRealUSD,PriceUSD,PriceRealUSD,DailyIssuedNtv,DailyIssuedUSD,AdrActCnt,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValNtv,TxTfrValUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,FeeTotNtv,FeeTotUSD,S2F,inf_pct_ann,SplyCur,DiffMean,notes,PoW_income_btc,PoW_income_usd,AdrDens
0,2009-01-03 00:00:00+00:00,0.0,0.0,0.0,,0.0,0.000763941940412529,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,0.0,
1,2009-01-04 00:00:00+00:00,0.0,1.0,0.0,,0.0,0.000763941940412529,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,0.0,
2,2009-01-05 00:00:00+00:00,0.0,2.0,0.0,,0.0,0.000763941940412529,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,0.0,
3,2009-01-06 00:00:00+00:00,0.0,3.0,0.0,,0.0,0.000763941940412529,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,0.0,
4,2009-01-07 00:00:00+00:00,0.0,4.0,0.0,,0.0,0.000763941940412529,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,0.0,
5,2009-01-08 00:00:00+00:00,0.0,5.0,0.0,,0.0,0.000763941940412529,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,0.0,
6,2009-01-09 00:00:00+00:00,19.0,6.0,4.523809523809524e-05,,0.0,0.000763941940412529,0.0,950.0,,19.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0027397260273972603,365.0,950.0,1.0,,950.0,0.7257448433919025,0.0
7,2009-01-10 00:00:00+00:00,80.0,7.0,0.00019047619047619048,3.0557677616501158,0.0,0.000763941940412529,0.0,3050.0,,61.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.003593083314619358,278.3125,4000.0,1.0,PriceUSD and CapMrktCurUSD from Plan B data (@100TrillionUSD),3050.0,2.3300229182582135,0.0
8,2009-01-11 00:00:00+00:00,173.0,8.0,0.00041190476190476193,17.3,0.0,0.002,0.0,4650.0,,95.0,1.0,1.0,10.0,,10.0,,10.0,,10.0,,0.0,,0.005096479599351893,196.21387283236993,8650.0,1.0,PriceUSD and CapMrktCurUSD from Plan B data (@100TrillionUSD),4650.0,9.3,0.10526315789473684
9,2009-01-12 00:00:00+00:00,267.0,9.0,0.0006357142857142857,26.7,0.0,0.002,0.0,4700.0,,101.0,6.0,6.0,24.0,,24.0,,4.0,,1.0,,0.0,,0.007781987758670942,128.50187265917603,13350.0,1.0,PriceUSD and CapMrktCurUSD from Plan B data (@100TrillionUSD),4700.0,9.4,0.2376237623762376
10,2009-01-13 00:00:00+00:00,390.0,10.0,0.0009285714285714286,,0.0,0.002,0.0,6150.0,,123.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.008686936184430338,115.11538461538461,19500.0,1.0,,6150.0,12.3,0.0
11,2009-01-14 00:00:00+00:00,519.0,11.0,0.0012357142857142857,,0.0,0.002,0.0,6450.0,,133.0,1.0,1.0,61.0,,61.0,,61.0,,61.0,,0.0,,0.011022618668365722,90.72254335260115,25950.0,1.0,,6450.0,12.9,0.45864661654135336
12,2009-01-15 00:00:00+00:00,645.0,12.0,0.0015357142857142857,,0.0,0.002,0.0,6300.0,,140.0,8.0,7.0,351.0,,353.0,,50.4285714285714,,25.0,,0.0,,0.014024787997390736,71.30232558139535,32250.0,1.0,,6300.0,12.6,2.507142857142857
13,2009-01-16 00:00:00+00:00,753.0,13.0,0.001792857142857143,,0.0,0.002,0.0,5400.0,,114.0,2.0,2.0,200.0,,200.0,,100.0,,100.0,,0.0,,0.01910197869101979,52.35059760956175,37650.0,1.0,,5400.0,10.8,1.7543859649122806
14,2009-01-17 00:00:00+00:00,862.0,14.0,0.0020523809523809522,,0.0,0.002,0.0,5450.0,,109.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.02166645720749026,46.15429234338747,43100.0,1.0,,5450.0,10.9,0.0
15,2009-01-18 00:00:00+00:00,969.0,15.0,0.002307142857142857,,0.0,0.002,0.0,5350.0,,111.0,1.0,1.0,150.0,,150.0,,150.0,,150.0,,0.0,,0.02481116374343874,40.30443756449949,48450.0,1.0,,5350.0,10.700000000000001,1.3513513513513513
16,2009-01-19 00:00:00+00:00,1084.0,16.0,0.002580952380952381,,0.0,0.002,0.0,5750.0,,133.0,2.0,2.0,775.0,,775.0,,387.5,,387.5,,0.0,,0.025824895771292437,38.72232472324723,54200.0,1.0,,5750.0,11.5,5.827067669172933
